processed_intent,processed_class,processed_attributes,processed_filter_attributes,processed_key_quantity,id,user_msg,expected_intent,expected_class,expected_attributes,expected_filter_attributes,expected_key_quantity,dataset
add,article,"{'title': 'dome: day of my enlightenment', 'publisher': 'the matrix'}",{},,e3ab52d4-1fa2-4815-bbf2-e49a968240f6,add an article with title='dome: day of my enlightenment' and publisher='the matrix',add,article,"{'title': 'dome: day of my enlightenment', 'publisher': 'the matrix'}",{},2,ORIGINAL
update,article,{},,,aca7325a-9f58-4845-b2c1-d473c36eca28,"update article with id=2, setting publisher='the matrix'",update,article,{'publisher': 'the matrix'},{'id': '2'},2,ORIGINAL
update,article,{},,,93172675-01fb-4a8c-9e9f-55789ab227fb,"update article with id=2, setting circulation=10000",update,article,{'circulation': '10000'},{'id': '2'},2,ORIGINAL
add,title,{'title': 'goblin'},{},,2caa6ce0-2a54-4235-8dee-6df560d4b06c,"add goblin with title='streaming services' and text='netflix, amazon prime, disney+, star+'",add,goblin,"{'title': 'streaming services', 'text': 'netflix, amazon prime, disney+, star+'}",{},2,ORIGINAL
read,goblin,{'goblins': ''},{},,b822be5e-65ea-4578-974b-d69b82b88361,get goblins,read,goblins,{},{},0,ORIGINAL
add,name,{},{},,8e6c687a-f175-459f-8ca8-319b0f4afdae,add klingon with name='gowron',add,klingon,{'name': 'gowron'},{},1,ORIGINAL
add,equipment,"{'name': 'engine', 'sector': 'generators'}",{},,1206e162-a194-44e2-83b6-83aa32fcce90,add equipment with name = 'engine' and sector = 'generators',add,equipment,"{'name': 'engine', 'sector': 'generators'}",{},2,ORIGINAL
read,equipment,{},{},,bc996b7a-1fd5-42be-9354-f68947aff82c,list equipment,read,equipment,{},{},0,ORIGINAL
update,equipment,{},,,ee78e1a0-4434-467d-8fb3-141ebf79c83f,"for the equipment with name = 'furnace', change manager to 'jane cooper'",update,equipment,{'manager': 'jane cooper'},{'name': 'furnace'},2,ORIGINAL
add,person,{'name': 'chuck'},{},,cbd41236-bdcc-4c14-91ee-666c972377f8,add person with name='chuck',add,person,{'name': 'chuck'},{},1,ORIGINAL
read,person,{'name': 'chuck'},{},,a9eb89d5-b67f-43ca-9dd2-770c6760c34f,get all person with name chuck,read,person,{},{'name': 'chuck'},1,ORIGINAL
update,article,{},,,5c118c10-2419-49e0-9d55-e4cafcbdc376,"update the article with id=1, setting the year=2021.",update,article,{'year': '2021'},{'id': '1'},2,ORIGINAL
add,show,{'name': 'paul'},{},,c601b284-79b1-4767-a01f-ad708801571e,add show with name=paul di'anno,add,show,"{'name': ""paul di'anno""}",{},1,ORIGINAL
read,show,{},{},,2c070709-c2aa-4c99-be54-59cba64501f3,get all shows_,read,show,{},{},0,ORIGINAL
read,show,{'shows': ''},{},,784d9773-0293-4f99-b96f-867358c6314a,show me all shows_,read,show,{},{},0,ORIGINAL
read,show,{'shows': ''},{},,d0150144-394a-4663-b440-4c41aaf3e9b5,show me the shows_,read,show,{},{},0,ORIGINAL
read,student,{},{},,aa0b44df-dfdb-4ca3-91bc-a6c1cc7c2634,show students or whatever,read,student,{},{},0,ORIGINAL
read,show,{'shows': ''},{},,e815c88e-7e89-4518-9baa-3884f4b84231,show me all shows,read,show,{},{},0,ORIGINAL
add,student,{'name': 'joão daniel'},{},,3947d5e0-96d3-44f5-99c8-13060368142e,add student with name joão daniel,add,student,{'name': 'joão daniel'},{},1,ORIGINAL
update,a,{'a': 'pikachu'},{},,92c93467-e12c-4bdf-a314-342d08d7af74,"update a pokemon with name=""pikachu"" by setting evolution to=""raichu""",update,pokemon,{'evolution': 'raichu'},{'name': 'pikachu'},2,ORIGINAL
read,pokemon,{},{},,9707fa8c-99a4-4c73-8e6e-314d60e147a8,view the pokemon,read,pokemon,{},{},0,ORIGINAL
add,article,"{'title': 'a conditional entropy-based external cluster evaluation', 'article': 'hirschberg'}",{},,05b72397-513e-4e6f-854b-543960d41227,"add article with title ""v-measure: a conditional entropy-based external cluster evaluation measure"", author=""julia hirschberg"", co-author=""andrew rosenberg"" and year=2007",add,article,"{'title': 'v-measure: a conditional entropy-based external cluster evaluation measure', 'author': 'julia hirschberg', 'co_author': 'andrew rosenberg', 'year': '2007'}",{},4,ORIGINAL
add,article,"{'title': 'v-measure: a conditional entropy-based external cluster evaluation measure', 'author': 'julia hirschberg'}",{},,a6db9703-1c89-42a5-b4eb-c414372aadee,"add article with title ""v-measure: a conditional entropy-based external cluster evaluation measure"", author=""julia hirschberg""",add,article,"{'title': 'v-measure: a conditional entropy-based external cluster evaluation measure', 'author': 'julia hirschberg'}",{},2,ORIGINAL
update,,,,,3d0267d2-f396-490f-acda-6807ed35d978,"update article with id=11 setting co-author=""andrew rosenberg"" and year=2007",update,article,"{'co_author': 'andrew rosenberg', 'year': '2007'}",{'id': '11'},3,ORIGINAL
update,article,{},,,d8b0557e-f07a-49f4-9b62-c7a832786dee,"update the article with id=11 setting co-author=""andrew rosenberg"" and year=2007",update,article,"{'co_author': 'andrew rosenberg', 'year': '2007'}",{'id': '11'},3,ORIGINAL
update,article,{},,,c5da2fc5-82df-49b5-9909-e982ec8987d3,"update the article with id=11, setting coauthor=""andrew rosenberg""",update,article,{'coauthor': 'andrew rosenberg'},{'id': '11'},2,ORIGINAL
update,article,{},,,9b67948a-8157-4afb-ad2a-bc34e61fd902,"update the article with id=11, setting the year=2007",update,article,{'year': '2007'},{'id': '11'},2,ORIGINAL
add,pokemon,{'name': 'squid'},{},,8ef4681c-45f7-44e1-bf60-49d65d4f6ffa,add a pokemon with name='squid',add,pokemon,{'name': 'squid'},{},1,ORIGINAL
read,student,{'name': 'itamar'},{},,22f11d83-6392-4055-957c-072ddf362c6e,get student with name=itamar,read,student,{},{'name': 'itamar'},1,ORIGINAL
add,article,{'title': 'dome: a domesticated movie experiment'},{},,5bedbada-6493-46c3-8b8c-ad21f7425cb8,add an article with title='dome: a domesticated movie experiment',add,article,{'title': 'dome: a domesticated movie experiment'},{},1,ORIGINAL
read,model,{},{},,5f6547d5-e880-4505-87d6-064efb36ba6a,show the model,read,model,{},{},0,ORIGINAL
read,article,{'year': '3021'},{},,3274a903-f9f8-4ec4-954f-4df2ad9f79a8,get articles when year=3021,read,article,{},{'year': '3021'},1,ORIGINAL
add,article,{'article': 'dome'},{},,0c5be658-a757-40a8-9294-ed355982d61b,"add article with title=""dome: day of my enlightenment"" and publisher=""the matrix""",add,article,"{'title': 'dome: day of my enlightenment', 'publisher': 'the matrix'}",{},2,ORIGINAL
add,article,{'title': 'dome: day of my enlightenment'},{},,21c09c58-ea34-4526-aba5-86aaa60dbde5,add an article with title='dome: day of my enlightenment',add,article,{'title': 'dome: day of my enlightenment'},{},1,ORIGINAL
update,article,{},,,9cbd1266-0554-45b5-b414-7397ccc2c4a7,"update article with id=2, setting year=2222",update,article,{'year': '2222'},{'id': '2'},2,ORIGINAL
add,student,"{'name': 'daniel', 'lastname': 'burns'}",{},,6e14fc1f-80df-4264-9ca4-988c9731190b,add student with name='daniel' and lastname='burns',add,student,"{'name': 'daniel', 'lastname': 'burns'}",{},2,ORIGINAL
read,goblin,{'goblins': ''},{},,34f20df2-90c1-4343-9b93-30ba537405a9,list my goblins,read,goblins,{},{},0,ORIGINAL
read,streaming,{},{},,069b81b5-f091-440b-97a6-b8eb13473018,get streamings,read,streaming,{},{},0,ORIGINAL
delete,character__assuming_klingons_are_a_fictional_character_race__such_as_from_star_trek_,{},{},,0519334f-c4a0-4890-a7d8-2cca952b5a52,kill all klingons,delete,klingon,{},{},0,ORIGINAL
add,equipment,"{'name': 'furnace', 'sector': 'metal shaping', 'manager': 'anderson smith'}",{},,c442cca7-55ab-4c8b-aef9-262d6b9d521b,"add equipment with name = 'furnace', sector = 'metal shaping' and manager = 'anderson smith'",add,equipment,"{'name': 'furnace', 'sector': 'metal shaping', 'manager': 'anderson smith'}",{},3,ORIGINAL
read,,,,,363b93f5-6fe4-4a45-bcdd-bf610f9ad05f,"list equipment, filtering by name starting with 'en'",read,equipment,{},{'name': 'en'},1,ORIGINAL
delete,equipment,"{'sector': ""is 'generators""}",{},,6a0a7f86-75d3-43a8-8676-c8b21577e01a,please delete equipment whose sector is 'generators',delete,equipment,{},{'sector': 'generators'},1,ORIGINAL
read,person,{},{},,c79f7bf1-3abf-4c63-8846-5852817b7028,get all persons,read,person,{},{},0,ORIGINAL
add,article,{'title': 'quantum machine'},{},,49660f9a-56bc-4a3f-b12d-10191b3152bf,add an article with title='quantum machine learning',add,article,{'title': 'quantum machine learning'},{},1,ORIGINAL
delete,a,{'year': '2021'},{},,087b242a-a34d-493f-adad-1d5a385c1459,delete all articles with year=2021.,delete,article,{},{'year': '2021'},1,ORIGINAL
read,results,{'results': ''},{},,6ce732ac-e79b-44a7-9ab0-89c9e0db00a3,show me the results,read,results,{},{},0,ORIGINAL
read,,,,,d6320972-38f5-420f-8cbb-470dc7de6bae,get the show_,read,show,{},{},0,ORIGINAL
read,,,,,63f4271a-1016-46a8-8c53-98e2fd265539,show me all show_,read,show,{},{},0,ORIGINAL
read,,,,,f31090e4-0938-43b9-b8b9-d588e1333778,show shows_,read,show,{},{},0,ORIGINAL
add,student,{},{},,50c7c62b-4737-415a-aede-f75e5bde4902,add student joão daniel,add,student,{'name': 'joão daniel'},{},1,ORIGINAL
add,class,"{'name': 'de', 'dados': ''}",{},,cc66137d-b92b-422f-8008-51148fe7ef34,add class with name=“estrutura de dados”,add,class,{'name': 'estrutura de dados'},{},1,ORIGINAL
add,class,"{'name': 'de', 'dados': ''}",{},,d06751ce-72af-48e2-9d49-088ce2113b34,add class with name=‘estrutura de dados’,add,class,{'name': 'estrutura de dados'},{},1,ORIGINAL
add,class,"{'name': 'de', 'dados': ''}",{},,06a591d3-d2e5-4996-bde6-a76af750d097,add class with name=estrutura de dados,add,class,{'name': 'estrutura de dados'},{},1,ORIGINAL
add,student,{'name': 'joão daniel'},{},,febd9f98-472d-4b91-88a4-d3eaf1168961,"add student with name = ""joão daniel""",add,student,{'name': 'joão daniel'},{},1,ORIGINAL
add,student,{'name': 'joão daniel'},{},,ff6fd569-0527-4503-b79b-4cf657b37522,add student with name = 'joão daniel',add,student,{'name': 'joão daniel'},{},1,ORIGINAL
read,article,{'id': '1'},{},,8bc3a8c5-f95e-4317-96d7-3af5a1fdf331,show article where id=1,read,article,{},{'id': '1'},1,ORIGINAL
add,student,{'name': 'joao daniel'},{},,00e4021e-3d74-4bb7-b62d-05d73e66163d,add student with name = 'joao daniel',add,student,{'name': 'joao daniel'},{},1,ORIGINAL
read,student,{},{},,04472df3-70bf-4bec-882f-c744844dc83b,"plese, show students",read,student,{},{},0,ORIGINAL
read,student,{},{},,ed2ee56b-5644-4b04-aab3-3cf0ce173cb2,would you please show me students,read,student,{},{},0,ORIGINAL
delete,show,{'name': 'paul'},{},,2368d953-0bf3-4ef5-a610-61110492388c,delete a show with name=paul dianno,delete,show,{},{'name': 'paul dianno'},1,ORIGINAL
read,show,{'shows': ''},{},,be0e56d2-7294-4cbe-8b9f-443a7feb9d20,show me shows,read,show,{},{},0,ORIGINAL
update,article,{},,,a45bd1e9-5534-473c-a11e-25ac4d9797bf,"update the article with id=4, setting the email=alinson.donato@gmail.com",update,article,{'email': 'alinson.donato@gmail.com'},{'id': '4'},2,ORIGINAL
add,show,"{'name': 'renegados', 'date': '01/28/2023', 'place': 'centro cultural bnb'}",{},,425cc4d8-7366-4b45-b7ee-4aa41e437a65,"add show with name = renegados, and date = 01/28/2023 and place = centro cultural bnb",add,show,"{'name': 'renegados', 'date': '01/28/2023', 'place': 'centro cultural bnb'}",{},3,ORIGINAL
update,student,{},,,c428c748-fb70-41c2-beb7-b13277589329,"update the student with id=4, setting the email=alinson.donato@gmail.com",update,student,{'email': 'alinson.donato@gmail.com'},{'id': '4'},2,ORIGINAL
add,student,{'name': 'donato'},{},,0767b6e6-cb6a-49d1-9315-ae4f0e754b45,add student with name=donato,add,student,{'name': 'donato'},{},1,ORIGINAL
delete,student,{},{},,b7615ef7-27d3-47db-9ef4-4f284958af37,delete the student with email=alinson.donato@prf.gov.br,delete,student,{},{'email': 'alinson.donato@prf.gov.br'},1,ORIGINAL
add,student,{'table': 'students; --'},{},,64da81a3-cc91-48bc-8d74-0f7967112684,"create student with name="" or 1=1); drop table students; --""",add,student,"{'name': 'or 1=1)', 'table': 'students'}",{},2,ORIGINAL
read,show,{},{},,36fb8490-801f-4389-82c6-25335369832b,get all shows,read,show,{},{},0,ORIGINAL
add,student,{'table': 'students; --'},{},,5a991cdb-af05-4010-8bb9-49393fa26e36,"create student with name=""' or 1=1; drop table students; --""",add,student,"{'name': '1=1', 'table': 'students'}",{},2,ORIGINAL
add,article,"{'experimental_framework': '', 'simulation': '', 'benchmark': ''}",{},,c60e26b3-0654-4e8a-b1b5-1f5873f959eb,"add an article with title='experimental framework, simulation, benchmark'",add,article,"{'title': 'experimental framework, simulation, benchmark'}",{},1,ORIGINAL
update,article,{},,,774aabff-f38e-4739-9146-6ba0fe348f92,"update the article with id=1, setting the
year=2020",update,article,{'year': '2020'},{'id': '1'},2,ORIGINAL
update,article,{},,,a70308f7-e5ef-451f-9467-a55d093e7448,"update the article with id=3, setting the
year=2020",update,article,{'year': '2020'},{'id': '3'},2,ORIGINAL
add,student,"{'name': 'robert', 'table': 'students; --'}",{},,841b4f68-a0a4-4bd5-b792-4331b4eed15e,"create student with name=""robert' and 1=1); drop table students; --""",add,student,"{'name': 'robert', 'table': 'students'}",{},2,ORIGINAL
add,student,{'student': 'com'},{},,2ad0c34a-b666-4692-bad3-0b73ff1247c4,"create student with email=""alinson.donato@gmail.com' and 1=1); drop database managedsys_web; --""",add,student,"{'email': 'alinson.donato@gmail.com', 'database': 'managedsys_web'}",{},2,ORIGINAL
read,,,,,3a7499f5-b782-4afb-a52e-09e33cc423b0,show tables,read,tables,{},{},0,ORIGINAL
add,sk,{'name': 'john doe'},{},,4dc8cddc-9e25-4f97-b104-d8c406ba8205,add sku with name='john doe',add,sku,{'name': 'john doe'},{},1,ORIGINAL
add,elf,"{'name': 'galadriel', 'type': 'forest'}",{},,4f780507-31e5-4914-9921-cbdf0151bfb0,add elf with name='galadriel' and type='forest',add,elf,"{'name': 'galadriel', 'type': 'forest'}",{},2,ORIGINAL
add,elf,"{'name': 'galadriel', 'type': 'forest', 'age': '1247', 'ringtype': 'water', 'power': 'perception'}",{},,814fe03a-8625-4d02-92dc-6e8ecc872a8d,"add elf with name='galadriel', type='forest', age='1247', ringtype='water', power='perception'",add,elf,"{'name': 'galadriel', 'type': 'forest', 'age': '1247', 'ringtype': 'water', 'power': 'perception'}",{},5,ORIGINAL
add,elf,{'elf': 'galadriel'},{},,4e116901-7c24-4002-a93c-15a74d86b4b7,"add elf with name='galadriel', type='forest', age='1247', ring type='water' and power='perception'",add,elf,"{'name': 'galadriel', 'type': 'forest', 'age': '1247', 'ring': ""type='water' and power='perception""}",{},4,ORIGINAL
read,student,{'name': 'eliakim'},{},,b0844580-af82-448b-b652-0f72b3c2d028,get student with name=eliakim',read,student,{},{'name': 'eliakim'},1,ORIGINAL
add,student,{'name': 'eliakim'},{},,da7a7612-37db-4c48-bb78-61ec20d4aeea,include student with name=eliakim,add,student,{'name': 'eliakim'},{},1,ORIGINAL
add,article,{},{},,3ead742c-e047-4cf6-93be-4bb6af5bb329,add an article with title = 'análise sobre a ausência de aula prática no ensino da disciplina de ciências biológicas',add,article,{'title': 'análise sobre a ausência de aula prática no ensino da disciplina de ciências biológicas'},{},1,ORIGINAL
update,article,{},,,f0557c12-3069-4ca6-be18-191c85e7892c,"update the article with id=4, setting the year=2018",update,article,{'year': '2018'},{'id': '4'},2,ORIGINAL
add,article,"{'title': 'with iot defiant', 'components': ''}",{},,d3686a39-4b9b-43f6-b883-1d5eb04026e0,add an article with title = 'dealing with iot defiant components',add,article,{'title': 'dealing with iot defiant components'},{},1,ORIGINAL
update,article,{},,,07dfec24-7b13-46be-8dce-7f127784385c,"update the article with id=5, setting the author='adrilene fonseca'",update,article,{'author': 'adrilene fonseca'},{'id': '5'},2,ORIGINAL
add,article,{'title': 'behind the intents: an in-depth empirical study on software refactoring in modern code review'},{},,246715f9-b5ef-4652-894e-3292194eba4b,add an article with title='behind the intents: an in-depth empirical study on software refactoring in modern code review',add,article,{'title': 'behind the intents: an in-depth empirical study on software refactoring in modern'},{},1,ORIGINAL
add,student,{'name': 'matheus freitas'},{},,78f4a626-320e-4b72-8e97-1f1b778a4279,"include student with name=matheus freitas, email=fernandes.matheus@aluno.uece.br",add,student,"{'name': 'matheus freitas', 'email': 'fernandes.matheus@aluno.uece.b'}",{},2,ORIGINAL
add,article,"{'title': 'building microservices: using an api gateway', 'author': 'chris richardson'}",{},,9ca5c943-dcd4-4a18-a9af-a62fff47cf62,"add an article with title=building microservices: using an api gateway, author=chris richardson",add,article,"{'title': 'building microservices: using an api gateway', 'author': 'chris richardson'}",{},2,ORIGINAL
update,article,{},,,ac95489c-ae32-4ddb-92ff-2d2e9eea15fb,"update the article with id=7, setting the year=2018",update,article,{'year': '2018'},{'id': '7'},2,ORIGINAL
add,student,"{'name': 'de', 'dados': ''}",{},,2c814a67-d0a8-405b-9278-644031cb865d,add student with name=‘estrutura de dados’,add,student,{'name': 'estrutura de dados'},{},1,ORIGINAL
read,student,{},{},,3fef827a-fa3a-4745-aa25-b0b352a095f2,would you please show students,read,student,{},{},0,ORIGINAL
read,student,{},{},,9ac674b0-5e50-44df-b753-d9fc000120c8,would you please show me all students you have,read,student,{},{},0,ORIGINAL
add,student,{'name': 'alinson'},{},,665cdc52-8a45-4254-bab0-6feb6c6a125d,include student with name=alinson,add,student,{'name': 'alinson'},{},1,ORIGINAL
add,show,"{'name': ""paul di'anno"", 'date': '01/27/2023'}",{},,6a6a9fb7-798d-42c5-89a0-7db9f6fc46c1,add a show with name = paul di'anno and date = 01/27/2023,add,show,"{'name': ""paul di'anno"", 'date': '01/27/2023'}",{},2,ORIGINAL
read,student,{'id': '4'},{},,090d952b-fd17-4bf9-8cf5-b1a9c393a758,get student with id=4,read,student,{},{'id': '4'},1,ORIGINAL
read,student,{},{},,c2807dc3-1aec-475b-9a7f-df45a4f70675,get student with email=alinson.donato@gmail.com,read,student,{},{'email': 'alinson.donato@gmail.com'},1,ORIGINAL
add,show,"{'name': 'metallica', 'date': '02/30/2023', 'place': 'castelao'}",{},,c6801a4b-0ef2-4312-9f2f-798e922bd8f4,"add show with name = metallica, and date = 02/30/2023 and place = castelao",add,show,"{'name': 'metallica', 'date': '02/30/2023', 'place': 'castelao'}",{},3,ORIGINAL
add,student,{'name': 'donato'},{},,b296e017-eef8-49d6-9fc1-23db016daf70,"add student with name=donato, email=alinson.donato@prf.gov.br",add,student,"{'name': 'donato', 'email': 'alinson.donato@prf.gov.br'}",{},2,ORIGINAL
update,student,{'student': 'alinson'},{},,1600faaa-9017-4ac7-b3bf-3c3baf219877,update the student with name=alinson with name=alinson donato,update,student,{'name': 'alinson donato'},{'name': 'alinson'},2,ORIGINAL
update,show,{},,,129ff4b2-2b7e-4828-9399-1f82e0477d16,"update a show with name metallica, replace date with 10/22/2024",update,show,{'date': '10/22/2024'},{'name': 'metallica'},2,ORIGINAL
add,student,"{'name': 'or', 'table': 'students; --'}",{},,fe540aa6-8044-4334-9f0a-6c5a3a36d87a,"create student with name="" or 1=1}; drop table students; --""",add,student,"{'name': '1=1', 'table': 'students'}",{},2,ORIGINAL
add,student,{'table': 'student; --'},{},,3d6b03f1-cda5-4a35-bf25-47fb1c8bcc01,"create student with name=""' or 1=1; drop table student; --""",add,student,"{'name': '1=1', 'table': 'student'}",{},2,ORIGINAL
add,student,{'table': 'students; --'},{},,28c8a1c8-7fcc-4e9c-a3a9-359e974b00aa,create student with name=' or 1=1; drop table students; --',add,student,"{'name': '1=1', 'table': 'students'}",{},2,ORIGINAL
update,article,{},,,b81b9918-f970-4603-9ff4-e8e0ae9511ac,"update the article with id=2, setting the
author='zé das couves'",update,article,{'author': 'zé das couves'},{'id': '2'},2,ORIGINAL
add,student,"{'name': ""robert'); drop table students; --""}",{},,4ccb96a8-e683-466a-8e0c-540ea7884bca,"create student with name=""robert'); drop table students; --""",add,student,"{'name': 'robert', 'table': 'students'}",{},2,ORIGINAL
add,student,{'student': 'com'},{},,8cd07349-5057-4a2b-af0e-d39a484c051c,"create student with email=""alinson.donato@gmail.com' and 1=1); drop table students; --""",add,student,"{'email': 'alinson.donato@gmail.com', 'table': 'students'}",{},2,ORIGINAL
add,student,{'_': 'com'},{},,e50f365f-a572-44ab-a86e-641c592de312,create student with email=amg@gmail.com,add,student,{'email': 'amg@gmail.com'},{},1,ORIGINAL
read,,,,,bc881d08-730b-480d-a1ef-9d6f311f3077,show skus,read,sku,{},{},0,ORIGINAL
add,elf,{'elf': 'galadriel'},{},,0391a69d-50f2-4915-9aed-82b95d9dbd4c,"add elf with name='galadriel', type='forest', age='1247', ringtype='water' and power='perception'",add,elf,"{'name': 'galadriel', 'type': 'forest', 'age': '1247', 'ringtype': 'water', 'power': 'perception'}",{},5,ORIGINAL
add,elf,"{'name': 'galadriel', 'type': 'forest', 'age': '1247', 'power': 'perception'}",{},,d5a2ccd1-315e-47f9-8cf0-3ea1382fe8b4,"add elf with name='galadriel', type='forest', age='1247', power='perception'",add,elf,"{'name': 'galadriel', 'type': 'forest', 'age': '1247', 'power': 'perception'}",{},4,ORIGINAL
add,elf,"{'ringtype': 'water', 'power': 'perception'}",{},,ddb25e60-c3d9-4880-9aeb-bc96629f9d54,"add elf with name=galadriel, type=forest, age=1247, ringtype=water and power=perception",add,elf,"{'name': 'galadriel', 'type': 'forest', 'age': '1247', 'ringtype': 'water', 'power': 'perception'}",{},5,ORIGINAL
add,student,{'name': 'anderson'},{},,49a70d9c-608b-44d3-8fff-1be8b642e75f,include student with name=anderson,add,student,{'name': 'anderson'},{},1,ORIGINAL
read,student,{},{},,e6079975-cb5d-4c2d-943a-ec411d687c0f,list students,read,student,{},{},0,ORIGINAL
add,article,"{'reviews': 'to', 'source': 'code changes'}",{},,f30afb7e-6cb3-45a5-98ef-6b1e20dbc981,add an article with title = 'crop: linking code reviews to source code changes',add,article,{'title': 'crop: linking code reviews to source code changes'},{},1,ORIGINAL
delete,article,{'year': '2018'},{},,fd5924c1-959c-4eaf-be3f-b6ca11e6401e,delete all articles with year=2018.,delete,article,{},{'year': '2018'},1,ORIGINAL
update,article,{},,,4aa52103-c1f5-4095-a084-b181476e6f9a,"update the article with id=1, setting the year=2020",update,article,{'year': '2020'},{'id': '1'},2,ORIGINAL
delete,article,"{'author': 'das', 'couves': ''}",{},,0608e826-d4e8-4a67-8777-253485a35139,delete all articles with author=zé das couves,delete,article,{},{'author': 'zé das couves'},1,ORIGINAL
update,article,{},,,2f129afa-95e1-47fb-88b7-77fc0dd8d106,"update the article with id=6, setting the
year=2020",update,article,{'year': '2020'},{'id': '6'},2,ORIGINAL
read,student,{},{},,8cbd72d4-f157-4ca3-98af-8cae37c5aef4,show me all student,read,student,{},{},0,ORIGINAL
add,article,"{'title': 'to', 'article': 'microservices'}",{},,383277b2-cedb-49a5-8675-aa19068a4c30,"add an article with title=introduction to microservices, author=chris richardson",add,article,"{'title': 'introduction to microservices', 'author': 'chris richardson'}",{},2,ORIGINAL
add,subject,"{'name': 'data structures', 'professor': 'ana luiza'}",{},,4de51192-670a-4deb-af28-b1d7ef5cfc98,"add a subject with name=""data structures"" and professor=""ana luiza""",add,subject,"{'name': 'data structures', 'professor': 'ana luiza'}",{},2,ORIGINAL
read,subject,{},{},,ad6f26a1-db94-41d0-a005-8b1481cb00a9,get subject,read,subject,{},{},0,ORIGINAL
update,subject,{},,,d680e2e6-0e3c-4a1f-8176-809e5405ab16,"update the subject with name=""linear algebra"", setting professor=""thelmo pontes""",update,subject,{'professor': 'thelmo pontes'},{'name': 'linear algebra'},2,ORIGINAL
add,a,"{'subject': 'structures', 'professor': 'josé negreiros'}",{},,15282571-c4db-4fc5-884b-26fe6fdf8592,"add a subject with name=""data structures"" and professor=""josé negreiros""",add,subject,"{'name': 'data structures', 'professor': 'josé negreiros'}",{},2,ORIGINAL
add,subject,"{'name': 'linear algebra', 'professor': 'thelmo pontes'}",{},,b4e6e113-171c-4592-ac01-7d13655bda74,"add a subject with name ""linear algebra"" and professor=""thelmo pontes""",add,subject,"{'name': 'linear algebra', 'professor': 'telmo pontes'}",{},2,ORIGINAL
update,subject,{},,,5a1a99b3-5c33-49c7-9c7a-80035fb012a4,"update the subject with id=3, setting professor=""thelmo pontes""",update,subject,{'professor': 'thelmo pontes'},{'id': '3'},2,ORIGINAL
read,subject,{},{},,2761d140-c425-47fa-9344-84f9c2b6033d,get subjects,read,subject,{},{},0,ORIGINAL
update,subject,{},,,7d645667-8a92-4730-9928-fb11f4ffe35a,"update the subject where name=""data structures"", settingthe semester=""2023.1""",update,subject,{},{},0,ORIGINAL
update,subject,{},,,941b1ffc-4b69-466c-ba8d-08c617f96b52,"update the subject where semester=""2023.1"", setting name=""data structures""",update,subject,{'name': 'data structures'},{'semester': '2023.1'},2,ORIGINAL
read,a,{'subjects': ''},{},,b3b77b0d-c46d-4e27-905f-451c878b6786,get all subjects,read,subject,{},{},0,ORIGINAL
read,pizza,{},{},,2434adff-ecae-4bb3-a245-2973648980d2,get pizzas,read,pizza,{},{},0,ORIGINAL
read,,,,,4a22f701-0860-4313-b506-fba22f261acf,show pizzas,read,pizza,{},{},0,ORIGINAL
update,subject,{},,,96021b3e-62b7-48aa-af3f-002e5f5e8b81,"update the subject where name=""data structures"", setting semester=""2023.1""",update,subject,{'name': 'data structures'},{'semester': '2023.1'},2,ORIGINAL
update,subject,{},,,4abd729b-5039-478c-b0d4-a8ed94591809,"update the subject with name=""data structures"", setting semester=""2023.1""",update,subject,{'semester': '2023.1'},{'name': 'data structures'},2,ORIGINAL
update,subject,{},,,691461d1-dae6-42e2-a2fc-e4ff09457305,"update the subject where name=""data structures"", setting the semester=""2023.1""",update,subject,{'semester': '2023.1'},{'name': 'data structures'},2,ORIGINAL
add,subject,{'name': 'brazilian history'},{},,79fc9afb-56e7-41af-8844-f292d301bb4a,add a subject with name='brazilian history',add,subject,{'name': 'brazilian history'},{},1,ORIGINAL
update,subject,{},,,93e5865d-21d5-4326-93f5-9f2012b12d9c,"update subject with id=4, setting the main reference to 'brasil, uma história'",update,subject,"{'main_reference': ""to 'brasil, uma história""}",{'id': '4'},2,ORIGINAL
add,pizza,{'flavour': 'pepperoni'},{},,592a0ff6-4414-494e-ab83-99f8546764c1,add a pizza with flavour='pepperoni',add,pizza,{'flavour': 'pepperoni'},{},1,ORIGINAL
add,ice,{'flavour': 'vanilla'},{},,b7c7ea67-cca0-4ce6-9bd4-31cb9ec1873c,add a ice cream with flavour=vanilla,add,ice_cream,{'flavour': 'vanilla'},{},1,ORIGINAL
read,,,,,2e703e32-b3a8-4c4e-b0cc-1571fd6a6ecd,show ice creams,read,ice_cream,{},{},0,ORIGINAL
read,ice,{'cream': ''},{},,5348a9d5-3339-4e6a-b27b-d1aa825e9406,show me all ice cream,read,ice_cream,{},{},0,ORIGINAL
add,student,{'name': 'sergio'},{},,3c1bb548-41f6-456c-ad4f-7a23bba22fab,add student with name=sergio,add,student,{'name': 'sergio'},{},1,ORIGINAL
read,student,{'name': 'sergii'},{},,18dc78b2-146e-4aa8-8664-57c783ccf018,show me student where name=sergii,read,student,{},{'name': 'sergii'},1,ORIGINAL
read,student,{'name': 'sergio'},{},,4f6e9429-3f04-4192-af02-5c7f6a9cb607,show me student where name=sergio,read,student,{},{'name': 'sergio'},1,ORIGINAL
