processed_intent,processed_class,processed_attributes,processed_filter_attributes,processed_key_quantity,id,user_msg,expected_intent,expected_class,expected_attributes,expected_filter_attributes,expected_key_quantity,dataset
add,article,"{'co_author': 'andrew rosenberg', 'year': '2007'}",{},,2a1b9d40-5701-41f8-8b86-cfcc24554c32,"add article with title ""v-measure: a conditional entropy-based external cluster evaluation measure"", author ""v-measure: a conditional entropy-based external cluster evaluation measure"", co-author ""andrew rosenberg"" and year=2007",add,article,"{'title': 'v-measure: a conditional entropy-based external cluster evaluation measure', 'author': 'andrew rosenberg', 'year': '2007'}",{},3,ORIGINAL
add,article,{'article': 'hirschberg'},{},,527bc396-5b55-4876-b930-54fd6487e740,"add article with title ""v-measure: a conditional entropy-based external cluster evaluation measure"", author=""julia hirschberg"", co-author=""andrew rosenberg"" and year=2007",add,article,"{'title': 'v-measure: a conditional entropy-based external cluster evaluation measure', 'author': 'julia hirschberg', 'co_author': 'andrew rosenberg', 'year': '2007'}",{},4,ORIGINAL
update,article,{},,,3049b63c-0ba2-478d-a007-9029de61d569,"update the article where title=""v-measure: a conditional entropy-based external cluster evaluation measure"" setting  co-author=""andrew rosenberg""",update,article,{'co_author': 'andrew rosenberg'},{'title': 'v-measure: a conditional entropy-based external cluster evaluation measure'},2,ORIGINAL
update,the,{},,,9b73621f-02b2-4e71-ac14-7c78195e83d7,"update the article with id=11 setting co-author=""andrew rosenberg"" and year=2007",update,article,"{'co_author': 'andrew rosenberg', 'year': '2007'}",{'id': '11'},3,ORIGINAL
update,article,{},,,7b65f84f-adfe-4312-81ac-2c0adece3328,"update the article with author=""julia hirschberg"", setting the year=2007",update,article,{'year': '2007'},{'author': 'julia hirschberg'},2,ORIGINAL
add,a,"{'pokemon': 'with', 'name': 'squid'}",{},,c4fff529-2491-4b3b-96cc-90f6a08463f8,add a pokemon with name='squid',add,pokemon,{'name': 'squid'},{},1,ORIGINAL
read,student,{},{},,e787ffc2-b69b-45d4-8a54-a0fc73acf9cf,list all students,read,student,{},{},0,ORIGINAL
read,the,{'model': ''},{},,aa942cfc-e7bb-44b4-8085-8ffc509a4a6c,show the model,read,model,{},{},0,ORIGINAL
add,student,"{'name': 'bill', 'lastname': 'gates'}",{},,7bd8c78d-6f60-4f70-95c4-b3b833975d83,add student with name='bill' and lastname='gates',add,student,"{'name': 'bill', 'lastname': 'gates'}",{},2,ORIGINAL
add,article,{'article': 'dome'},{},,01f2a132-93c7-4b00-9f94-cfd952ee14ba,add an article with title='dome: day of my enlightenment',add,article,{'title': 'dome: day of my enlightenment'},{},1,ORIGINAL
update,article,{},,,070b1133-8d6d-4ebf-a96a-95ae2f39b093,"update article with id=2, setting circulation=10000",update,article,{'circulation': '10000'},{'id': '2'},2,ORIGINAL
read,goblin,{'goblins': ''},{},,1adcf303-cf24-4a43-99c9-bdb38439db96,list my goblins,read,goblins,{},{},0,ORIGINAL
add,name,{},{},,502439dc-7e94-4fd2-acf8-a778e98a017b,add klingon with name='gowron',add,klingon,{'name': 'gowron'},{},1,ORIGINAL
add,equipment,"{'sector': 'metal shaping', 'manager': 'anderson smith'}",{},,89777368-6f72-4c13-90b1-291cb29123d1,"add equipment with name = 'furnace', sector = 'metal shaping' and manager = 'anderson smith'",add,equipment,"{'name': 'furnace', 'sector': 'metal shaping', 'manager': 'anderson smith'}",{},3,ORIGINAL
update,equipment,{},,,7f546145-d078-4693-ac6d-d884a05636df,"for the equipment with name = 'furnace', change manager to 'jane cooper'",update,equipment,{'manager': 'jane cooper'},{'name': 'furnace'},2,ORIGINAL
read,person,{},{},,3e4b121f-a986-45b3-b550-6af6db00b24a,get all persons,read,person,{},{},0,ORIGINAL
update,article,{},,,3b560863-d7ae-4e1e-a434-dfdc3f722d37,"update the article with id=1, setting the year=2021.",update,article,{'year': '2021'},{'id': '1'},2,ORIGINAL
read,the,{'results': ''},{},,bc2984ad-1145-46c0-b8ec-1829b532ad78,show me the results,read,results,{},{},0,ORIGINAL
read,show,{'shows': ''},{},,96a43e77-f5ca-41e8-83f6-43dae010dbc4,show me all shows_,read,show,{},{},0,ORIGINAL
add,article,"{'v_measure': 'a conditional entropy-based external cluster evaluation measure', 'author': 'julia hirschberg', 'co_author': 'andrew rosenberg', 'year': '2007'}",{},,86ba180a-daec-458a-b7ca-15d5a52f4fdf,"add an article with title=""v-measure: a conditional entropy-based external cluster evaluation measure"", author=""julia hirschberg"", co-author=""andrew rosenberg"" , year=2007",add,article,"{'title': 'v-measure: a conditional entropy-based external cluster evaluation measure', 'author': 'julia hirschberg', 'co_author': 'andrew rosenberg', 'year': '2007'}",{},4,ORIGINAL
update,,,,,2374de56-818c-4ce8-ad81-b96e20d83c40,"update article with id=11 setting co-author=""andrew rosenberg"" and year=2007",update,article,"{'co_author': 'andrew rosenberg', 'year': '2007'}",{'id': '11'},3,ORIGINAL
update,article,{},,,17c00d46-fb23-4bd6-af04-5b514bb8f5f3,"update the article with id=11 setting co-author=""andrew rosenberg""",update,article,{'co-author': 'andrew rosenberg'},{'id': '11'},2,ORIGINAL
update,article,{},,,718a4aae-4fc6-46b9-92cf-e777b49b898c,"update the article with id=11, setting the year=2007",update,article,{'year': '2007'},{'id': '11'},2,ORIGINAL
read,pokemon,{},{},,d1512558-235f-488c-acd4-191398cb91c8,get all pokemons,read,pokemon,{},{},0,ORIGINAL
add,article,{'title': 'dome: a domesticated movie experiment'},{},,2f0a1cfb-9081-4467-b0e5-e3c69e0fdb30,add an article with title='dome: a domesticated movie experiment',add,article,{'title': 'dome: a domesticated movie experiment'},{},1,ORIGINAL
update,article,{},,,ef2ed68b-4a30-4337-91e6-0448c3cc55e5,"update all articles with year=3021, setting the author='bill gates'",update,article,{'author': 'bill gates'},{'year': '3021'},2,ORIGINAL
add,article,"{'title': 'dome: day of my enlightenment', 'publisher': 'the matrix'}",{},,a1202b7e-47ed-41d5-aec6-f3f4f4dda753,"add article with title=""dome: day of my enlightenment"" and publisher=""the matrix""",add,article,"{'title': 'dome: day of my enlightenment', 'publisher': 'the matrix'}",{},2,ORIGINAL
update,article,{},,,704b7490-ea6f-4abd-973a-bf4ff5c640a5,"update article with id=2, setting publisher='the matrix'",update,article,{'publisher': 'the matrix'},{'id': '2'},2,ORIGINAL
add,student,"{'name': 'daniel', 'lastname': 'burns'}",{},,9a359180-ef86-4780-ab4f-55b26dd29342,add student with name='daniel' and lastname='burns',add,student,"{'name': 'daniel', 'lastname': 'burns'}",{},2,ORIGINAL
read,goblin,{'goblins': ''},{},,e974cb6c-b1e1-47c0-a11f-ba2c951240eb,get goblins,read,goblins,{},{},0,ORIGINAL
delete,_think__okay__let_s_see__the_user_request_is__kill_all_klingons___i_need_to_identify_the_referred_entity_class_here__the_entity_class_name_should_be_the_category_that__klingons__falls_into___first___klingons__is_a_term_that_comes_from_star_trek__they_are_a_fictional_race__so_they_are_a_type_of_being_or_creature__the_user_is_asking_to_kill_all_of_them__which_implies_they_are_a_group_or_species____so__the_entity_class_here_is_likely__race__or__species___but_wait__in_the_context_of_star_trek__klingons_are_a_specific_species__however__the_question_is_about_the_entity_class__which_is_a_more_general_term__the_possible_entity_classes_could_be__organism____species____race___or__creature_____but_considering_that_the_user_is_referring_to_a_fictional_race__the_entity_class_might_be__race___alternatively__if_the_system_is_looking_for_a_more_general_biological_classification__it_might_be__species___however__in_many_knowledge_bases___race__is_used_for_such_fictional_groups____wait__but_sometimes__race__can_be_a_sensitive_term__maybe_the_correct_term_here_is__species__as_it_s_a_biological_classification__however__in_the_context_of_star_trek__klingons_are_a_species__so__the_entity_class_would_be__species_____alternatively__the_answer_might_be__organism__as_a_broader_category__but_the_user_is_referring_to_a_specific_group__so__species__seems_more_accurate__let_me_think_again__the_user_is_asking_to_kill_all_klingons__which_are_a_specific_species__therefore__the_entity_class_is__species_____think___species,{},{},,6809edcd-fcd3-4185-bbe8-2b858773665f,kill all klingons,delete,klingon,{},{},0,ORIGINAL
read,,,,,62e92165-669a-4d2d-abd5-edc22cc457cb,list equipment,read,equipment,{},{},0,ORIGINAL
delete,equipment,"{'sector': ""is 'generators""}",{},,1444ab15-c1e2-4464-a2fa-0d683b43646d,please delete equipment whose sector is 'generators',delete,equipment,{},{'sector': 'generators'},1,ORIGINAL
read,person,{'name': 'chuck'},{},,5a769e87-62af-4405-b6a0-8b7e8e681c7f,get all person with name chuck,read,person,{},{'name': 'chuck'},1,ORIGINAL
delete,article,{'year': '2021'},{},,6b78e84d-e627-4977-9556-61ccf38bff38,delete all articles with year=2021.,delete,article,{},{'year': '2021'},1,ORIGINAL
read,show,{},{},,7957c9f4-4e28-46f4-b01c-babd930f9fae,get all shows_,read,show,{},{},0,ORIGINAL
read,,,,,dc58145b-8b57-46bb-80fd-1ca4311e3627,show me all show_,read,show,{},{},0,ORIGINAL
add,article,"{'v_measure': 'a conditional entropy-based external cluster evaluation measure', 'author': 'julia hirschberg'}",{},,2c09d9dc-c23f-42cc-85c3-a52ffff1df63,"add article with title ""v-measure: a conditional entropy-based external cluster evaluation measure"", author=""julia hirschberg""",add,article,"{'title': 'v-measure: a conditional entropy-based external cluster evaluation measure', 'author': 'julia hirschberg'}",{},2,ORIGINAL
update,,,,,20a19285-7a12-44a0-8516-f48d95b6d087,"update article where id=11 setting co-author=""andrew rosenberg""",update,article,{'co_author': 'andrew rosenberg'},{'id': '11'},2,ORIGINAL
update,article,{},,,39665b59-35d0-4384-8fe5-61a791efad12,"update the article with id=11, setting coauthor=""andrew rosenberg""",update,article,{'coauthor': 'andrew rosenberg'},{'id': '11'},2,ORIGINAL
delete,article,{'author': 'julia hirschberg'},{},,e3167c5d-2bb8-44b0-b164-af3eb47392e4,"delete all articles where author=""julia hirschberg""",delete,article,{},{'author': 'julia hirschberg'},1,ORIGINAL
read,student,{'name': 'itamar'},{},,b469d1f6-53ba-459b-bf61-2f0ab40ea798,get student with name=itamar,read,student,{},{'name': 'itamar'},1,ORIGINAL
update,article,{},,,5942bf90-5378-48e9-a072-0af78eb703e9,"update the article with id=1, setting the year=3021",update,article,{'year': '3021'},{'id': '1'},2,ORIGINAL
read,article,{'year': '3021'},{},,4e789728-6697-4c18-be8a-a3a736bd33e9,get articles when year=3021,read,article,{},{'year': '3021'},1,ORIGINAL
add,article,"{'title': 'dome: day of my enlightenment', 'publisher': 'the matrix'}",{},,7d985edd-4844-4402-9595-b75663b9f36c,add an article with title='dome: day of my enlightenment' and publisher='the matrix',add,article,"{'title': 'dome: day of my enlightenment', 'publisher': 'the matrix'}",{},2,ORIGINAL
update,article,{},,,1665d65d-eb40-480c-9801-11f45c0a4464,"update article with id=2, setting year=2222",update,article,{'year': '2222'},{'id': '2'},2,ORIGINAL
add,goblin,{'goblin': 'goblin'},{},,8b1a446b-43b8-46ee-8b8e-0b7d8a548835,"add goblin with title='streaming services' and text='netflix, amazon prime, disney+, star+'",add,goblin,"{'title': 'streaming services', 'text': 'netflix, amazon prime, disney+, star+'}",{},2,ORIGINAL
read,streaming,{},{},,41c15bc2-9c6c-46ef-b0d3-110a5063b3a3,get streamings,read,streaming,{},{},0,ORIGINAL
add,equipment,"{'name': 'engine', 'sector': 'generators'}",{},,e084169a-9139-402d-b4ad-84439e5d18b2,add equipment with name = 'engine' and sector = 'generators',add,equipment,"{'name': 'engine', 'sector': 'generators'}",{},2,ORIGINAL
,,,,,332cfe7b-5ded-44bd-a2bf-197a6037755d,"list equipment, filtering by name starting with 'en'",read,equipment,{},{'name': 'en'},1,ORIGINAL
add,person,{'name': 'chuck'},{},,3f890f28-a8a9-49bf-a448-75a96e9e1ef5,add person with name='chuck',add,person,{'name': 'chuck'},{},1,ORIGINAL
add,article,{'article': 'quantum'},{},,fe69a942-e581-48ee-8a1a-642cddd7f58d,add an article with title='quantum machine learning',add,article,{'title': 'quantum machine learning'},{},1,ORIGINAL
add,show,"{'name': ""paul di'anno""}",{},,12b7d027-c403-4dd0-800c-753b2d0e9cb8,add show with name=paul di'anno,add,show,"{'name': ""paul di'anno""}",{},1,ORIGINAL
read,the,{'show': ''},{},,fb46a4a1-b274-440c-adff-c6391088c2c0,get the show_,read,show,{},{},0,ORIGINAL
read,the,{'shows': ''},{},,d381c850-8455-49ad-8cd6-8f777a116493,show me the shows_,read,show,{},{},0,ORIGINAL
update,show,{},,,38f7484b-74b4-4ac4-a3d9-dee26846f15e,show shows_,read,show,{},{},0,ORIGINAL
read,student,{},{},,ef8b498f-fbc7-4258-8be3-9d1f6a47e42d,show students or whatever,read,student,{},{},0,ORIGINAL
add,student,{},{},,433abbfc-9403-4408-a470-e53cdd1332c1,add student joão daniel,add,student,{'name': 'joão daniel'},{},1,ORIGINAL
read,show,{'shows': ''},{},,8b71541a-131f-4876-b449-f748f57073e9,show me all shows,read,show,{},{},0,ORIGINAL
add,class,"{'name': 'de', 'dados': ''}",{},,af785ddf-0ff8-4466-a4d5-5971c1347204,add class with name=“estrutura de dados”,add,class,{'name': 'estrutura de dados'},{},1,ORIGINAL
add,student,{'name': 'joão daniel'},{},,46f89ad5-5606-4e95-a1a7-d5b28ad31e2c,add student with name joão daniel,add,student,{'name': 'joão daniel'},{},1,ORIGINAL
add,class,{'estrutura': 'de dados’'},{},,c7555c9c-12a7-4c30-b5da-bf97c762eff7,add class with name=‘estrutura de dados’,add,class,{'name': 'estrutura de dados'},{},1,ORIGINAL
add,class,{'name': 'de dados'},{},,60b97120-b31f-481b-b69c-089ebe4d4bcb,add class with name=estrutura de dados,add,class,{'name': 'estrutura de dados'},{},1,ORIGINAL
add,student,{'name': 'joão daniel'},{},,ce44e55e-620a-4704-a1d3-f76ba9eb81cd,"add student with name = ""joão daniel""",add,student,{'name': 'joão daniel'},{},1,ORIGINAL
add,student,{'name': 'joão daniel'},{},,d77ef717-ee74-494c-b51f-750e2c1ac54a,add student with name = 'joão daniel',add,student,{'name': 'joão daniel'},{},1,ORIGINAL
add,student,{'name': 'joao daniel'},{},,fdfb7de0-885d-44a4-9c98-3c57baab7ff0,add student with name = 'joao daniel',add,student,{'name': 'joao daniel'},{},1,ORIGINAL
add,student,{'estrutura': 'de dados’'},{},,1589522d-8e21-43b8-ad65-0fd1f6c933d9,add student with name=‘estrutura de dados’,add,student,{'name': 'estrutura de dados'},{},1,ORIGINAL
read,,,,,3e339d22-cce2-4ce4-8775-61aedaf8e52e,"plese, show students",read,student,{},{},0,ORIGINAL
read,,,,,591128c4-a4e7-4176-b546-468bf594fbf5,would you please show students,read,student,{},{},0,ORIGINAL
read,student,{},{},,ea12632b-5bd2-43db-ac90-cdc3282280e5,would you please show me students,read,student,{},{},0,ORIGINAL
read,student,{},{},,a0280073-bb19-4fb2-a9d7-b284d340ffdd,would you please show me all students you have,read,student,{},{},0,ORIGINAL
delete,a,{'name': 'paul dianno'},{},,9f0975c5-20ca-4a35-baca-5220c14ef430,delete a show with name=paul dianno,delete,show,{},{'name': 'paul dianno'},1,ORIGINAL
add,student,{'name': 'alinson'},{},,634779ef-fb35-4b5d-8f7a-38d0eae4fea8,include student with name=alinson,add,student,{'name': 'alinson'},{},1,ORIGINAL
read,show,{'shows': ''},{},,ecf0e106-d0ed-4137-bfc2-ecd6a1dbe458,show me shows,read,show,{},{},0,ORIGINAL
add,show,"{'name': ""paul di'anno"", 'date': '01/27/2023'}",{},,0693809d-e4e4-4b10-97eb-5aab62472a4b,add a show with name = paul di'anno and date = 01/27/2023,add,show,"{'name': ""paul di'anno"", 'date': '01/27/2023'}",{},2,ORIGINAL
update,article,{},,,a1c991c1-a3e3-44bd-a24a-5b85b60ca8fb,"update the article with id=4, setting the email=alinson.donato@gmail.com",update,article,{'email': 'alinson.donato@gmail.com'},{'id': '4'},2,ORIGINAL
read,student,{'id': '4'},{},,0e1695cc-401e-40d8-a0d5-fe96f5545654,get student with id=4,read,student,{},{'id': '4'},1,ORIGINAL
add,show,"{'name': 'renegados', 'date': '01/28/2023', 'place': 'centro cultural bnb'}",{},,1d619fea-fade-4973-b8a5-07663eab4e1f,"add show with name = renegados, and date = 01/28/2023 and place = centro cultural bnb",add,show,"{'name': 'renegados', 'date': '01/28/2023', 'place': 'centro cultural bnb'}",{},3,ORIGINAL
add,show,"{'name': 'metallica', 'date': '02/30/2023', 'place': 'castelao'}",{},,e9bf05ab-16a5-4448-9f05-6b10befb54fc,"add show with name = metallica, and date = 02/30/2023 and place = castelao",add,show,"{'name': 'metallica', 'date': '02/30/2023', 'place': 'castelao'}",{},3,ORIGINAL
delete,student,{},{},,1d017e07-f153-457b-baae-6946659d8e39,delete the student with email=alinson.donato@prf.gov.br,delete,student,{},{'email': 'alinson.donato@prf.gov.br'},1,ORIGINAL
update,show,{'show': 'metallica'},{},,b29447b3-ef22-4a97-9ab9-810c36a8105b,"update a show with name metallica, replace date with 10/22/2024",update,show,{'date': '10/22/2024'},{'name': 'metallica'},2,ORIGINAL
add,student,{'table': 'students; --'},{},,95a01863-4665-4efb-8734-e04f97bf09cb,"create student with name=""' or 1=1; drop table students; --""",add,student,"{'name': '1=1', 'table': 'students'}",{},2,ORIGINAL
add,student,{'table': 'students;'},{},,2550d2de-b014-41ab-b522-4dfb93bd6790,create student with name=' or 1=1; drop table students; --',add,student,"{'name': '1=1', 'table': 'students'}",{},2,ORIGINAL
update,article,{},,,803e0ec2-4058-4a24-9407-cbdcc197f305,"update the article with id=3, setting the
year=2020",update,article,{'year': '2020'},{'id': '3'},2,ORIGINAL
add,student,{'student': 'com'},{},,fcd888cf-50cb-4b8a-9a32-d519a8058d20,"create student with email=""alinson.donato@gmail.com' and 1=1); drop table students; --""",add,student,"{'email': 'alinson.donato@gmail.com', 'table': 'students'}",{},2,ORIGINAL
update,show,{},,,ff02bc88-b0ba-4bad-954a-7a52a80aaced,show tables,read,tables,{},{},0,ORIGINAL
update,show,{},,,2f70f33a-ce4b-43bf-883d-1a4c32a6719d,show skus,read,sku,{},{},0,ORIGINAL
add,elf,{'elf': 'galadriel'},{},,5ca66607-7c9b-4f3c-808d-a0318b98a6b2,"add elf with name='galadriel', type='forest', age='1247', ringtype='water', power='perception'",add,elf,"{'name': 'galadriel', 'type': 'forest', 'age': '1247', 'ringtype': 'water', 'power': 'perception'}",{},5,ORIGINAL
add,elf,"{'ringtype': 'water', 'power': 'perception'}",{},,1286aa32-4b31-453d-b1e0-260a2eff77b2,"add elf with name=galadriel, type=forest, age=1247, ringtype=water and power=perception",add,elf,"{'name': 'galadriel', 'type': 'forest', 'age': '1247', 'ringtype': 'water', 'power': 'perception'}",{},5,ORIGINAL
add,student,{'name': 'eliakim'},{},,54f21929-7f10-4e85-855a-f78cc295eabc,include student with name=eliakim,add,student,{'name': 'eliakim'},{},1,ORIGINAL
add,article,{'code': 'code reviews to source'},{},,aa6438e3-dd75-45e5-bf8c-24919b972ffa,add an article with title = 'crop: linking code reviews to source code changes',add,article,{'title': 'crop: linking code reviews to source code changes'},{},1,ORIGINAL
add,article,{'title': 'dealing with iot defiant components'},{},,4e425cf4-3987-4a2a-8c78-d1dfa94d7d8e,add an article with title = 'dealing with iot defiant components',add,article,{'title': 'dealing with iot defiant components'},{},1,ORIGINAL
delete,article,{'author': 'das couves'},{},,4a066a39-6839-4b93-b073-a3108e2d625d,delete all articles with author=zé das couves,delete,article,{},{'author': 'zé das couves'},1,ORIGINAL
add,student,{'name': 'matheus freitas'},{},,4c97c9be-ad86-4d78-ba31-6f7176dd4ea9,"include student with name=matheus freitas, email=fernandes.matheus@aluno.uece.br",add,student,"{'name': 'matheus freitas', 'email': 'fernandes.matheus@aluno.uece.b'}",{},2,ORIGINAL
add,article,{'article': 'microservices'},{},,2f342baf-2cc6-4dcd-b7f1-fba59b782557,"add an article with title=introduction to microservices, author=chris richardson",add,article,"{'title': 'introduction to microservices', 'author': 'chris richardson'}",{},2,ORIGINAL
add,subject,"{'name': 'data structures', 'professor': 'josé negreiros'}",{},,95bad0a0-70b6-4540-982d-86dcba1367dd,"add a subject with name=""data structures"" and professor=""josé negreiros""",add,subject,"{'name': 'data structures', 'professor': 'josé negreiros'}",{},2,ORIGINAL
update,subject,{},,,5fe6f578-929a-48c2-a83d-e3dc8b75e0f3,"update the subject with name=""linear algebra"", setting professor=""thelmo pontes""",update,subject,{'professor': 'thelmo pontes'},{'name': 'linear algebra'},2,ORIGINAL
read,student,{},{},,e68225d0-2ee6-44da-a2ac-a4293f288dfa,get student with email=alinson.donato@gmail.com,read,student,{},{'email': 'alinson.donato@gmail.com'},1,ORIGINAL
add,student,{'name': 'donato'},{},,52430447-2a88-47eb-8632-40c618ec5f9f,add student with name=donato,add,student,{'name': 'donato'},{},1,ORIGINAL
update,student,{'student': 'alinson'},{},,891a5c26-c7ae-446c-9aed-77ed98782d47,update the student with name=alinson with name=alinson donato,update,student,{'name': 'alinson donato'},{'name': 'alinson'},2,ORIGINAL
read,show,{},{},,09f4227a-b9b4-4741-b973-ce934f34a408,get all shows,read,show,{},{},0,ORIGINAL
add,student,{'table': 'student; --'},{},,176d6979-3385-41b8-a57f-6213e5e9b171,"create student with name=""' or 1=1; drop table student; --""",add,student,"{'name': '1=1', 'table': 'student'}",{},2,ORIGINAL
update,article,{},,,ca9ea8d4-e8e0-4b72-93bd-6adb825480e8,"update the article with id=1, setting the
year=2020",update,article,{'year': '2020'},{'id': '1'},2,ORIGINAL
add,student,"{'name': ""robert'); drop table students; --""}",{},,abe11148-d0a0-4ef8-aa62-99ad1330c346,"create student with name=""robert'); drop table students; --""",add,student,"{'name': 'robert', 'table': 'students'}",{},2,ORIGINAL
add,student,{'student': 'com'},{},,25d888fd-11a3-4b5f-8a6f-065937bd2882,"create student with email=""alinson.donato@gmail.com' and 1=1); drop database managedsys_web; --""",add,student,"{'email': 'alinson.donato@gmail.com', 'database': 'managedsys_web'}",{},2,ORIGINAL
add,elf,"{'name': 'galadriel', 'type': 'forest'}",{},,71d84869-3c10-4c60-90ec-08127e7c057e,add elf with name='galadriel' and type='forest',add,elf,"{'name': 'galadriel', 'type': 'forest'}",{},2,ORIGINAL
add,elf,"{'name': 'galadriel', 'age': '1247', 'power': 'perception'}",{},,b6a6d300-d85a-4a5e-b2a9-86bcff1c21f6,"add elf with name='galadriel', type='forest', age='1247', power='perception'",add,elf,"{'name': 'galadriel', 'type': 'forest', 'age': '1247', 'power': 'perception'}",{},4,ORIGINAL
read,student,{'name': 'eliakim'},{},,ab3c310d-41a0-46a7-911d-d1947afe0b54,get student with name=eliakim',read,student,{},{'name': 'eliakim'},1,ORIGINAL
read,,,,,377f49f8-fd28-46b2-b847-c1eeff04913a,list students,read,student,{},{},0,ORIGINAL
update,article,{},,,702e8f50-49a8-4b95-bdf3-ccc85d061dce,"update the article with id=4, setting the year=2018",update,article,{'year': '2018'},{'id': '4'},2,ORIGINAL
update,article,{},,,da726caf-5fc1-4f4d-b319-8d006c861be6,"update the article with id=1, setting the year=2020",update,article,{'year': '2020'},{'id': '1'},2,ORIGINAL
add,article,{'title': 'behind the intents: an in-depth empirical study on software refactoring in modern code review'},{},,f8e5f095-2bbe-4e42-8a3e-8cccf7fc73e6,add an article with title='behind the intents: an in-depth empirical study on software refactoring in modern code review',add,article,{'title': 'behind the intents: an in-depth empirical study on software refactoring in modern'},{},1,ORIGINAL
read,student,{},{},,0107b05a-7def-4c28-85f2-6c261a2e186c,show me all student,read,student,{},{},0,ORIGINAL
update,article,{},,,47f31932-9396-4eaa-8894-6329b7baebf0,"update the article with id=7, setting the year=2018",update,article,{'year': '2018'},{'id': '7'},2,ORIGINAL
read,subject,{},{},,641e400b-5dfd-4c76-8983-0b3d2f8624aa,get subject,read,subject,{},{},0,ORIGINAL
update,subject,{},,,af784f62-d4f6-4f9e-bec8-f8b23bc7dffc,"update the subject with id=3, setting professor=""thelmo pontes""",update,subject,{'professor': 'thelmo pontes'},{'id': '3'},2,ORIGINAL
update,student,{},,,4ebc9030-e7e0-4e92-898d-6f06d80b3915,"update the student with id=4, setting the email=alinson.donato@gmail.com",update,student,{'email': 'alinson.donato@gmail.com'},{'id': '4'},2,ORIGINAL
add,student,{'name': 'donato'},{},,582a31fa-b936-4c45-844b-0294ecf26401,"add student with name=donato, email=alinson.donato@prf.gov.br",add,student,"{'name': 'donato', 'email': 'alinson.donato@prf.gov.br'}",{},2,ORIGINAL
add,student,{'table': 'students; --'},{},,1d4baaa8-4585-4ca5-be3f-934f6a9c341f,"create student with name="" or 1=1); drop table students; --""",add,student,"{'name': 'or 1=1)', 'table': 'students'}",{},2,ORIGINAL
add,student,{'table': 'students; --'},{},,9526a64b-dd63-4d2c-8f20-6ad2bb4f3d9a,"create student with name="" or 1=1}; drop table students; --""",add,student,"{'name': '1=1', 'table': 'students'}",{},2,ORIGINAL
add,article,"{'simulation': '', 'benchmark': ''}",{},,501f289c-e5a8-4e9c-96df-ff927902482f,"add an article with title='experimental framework, simulation, benchmark'",add,article,"{'title': 'experimental framework, simulation, benchmark'}",{},1,ORIGINAL
update,article,{},,,59c84e6a-d4c4-4196-baa7-47441c111421,"update the article with id=2, setting the
author='zé das couves'",update,article,{'author': 'zé das couves'},{'id': '2'},2,ORIGINAL
add,student,"{'name': 'robert', 'table': 'students; --'}",{},,6ac67206-d068-4271-ab9a-8626be7f3d88,"create student with name=""robert' and 1=1); drop table students; --""",add,student,"{'name': 'robert', 'table': 'students'}",{},2,ORIGINAL
add,student,{'_': 'com'},{},,bcb5679e-8eec-430e-972e-a418fe506c00,create student with email=amg@gmail.com,add,student,{'email': 'amg@gmail.com'},{},1,ORIGINAL
add,sk,{'name': 'john doe'},{},,2b958b73-9e2c-475f-84d7-5de6581b8695,add sku with name='john doe',add,sku,{'name': 'john doe'},{},1,ORIGINAL
add,elf,{'elf': 'galadriel'},{},,49e6b985-04ab-495a-adf9-7481df2de462,"add elf with name='galadriel', type='forest', age='1247', ringtype='water' and power='perception'",add,elf,"{'name': 'galadriel', 'type': 'forest', 'age': '1247', 'ringtype': 'water', 'power': 'perception'}",{},5,ORIGINAL
add,elf,{'elf': 'galadriel'},{},,f3831192-b1a2-4f4f-b0ac-f192086aafe9,"add elf with name='galadriel', type='forest', age='1247', ring type='water' and power='perception'",add,elf,"{'name': 'galadriel', 'type': 'forest', 'age': '1247', 'ring': ""type='water' and power='perception""}",{},4,ORIGINAL
add,student,{'name': 'anderson'},{},,c09f8aa7-8a12-45a3-bd61-73f5504c927a,include student with name=anderson,add,student,{'name': 'anderson'},{},1,ORIGINAL
add,article,{},{},,52bc7e9e-c6c8-46da-9d33-26e18235c4f6,add an article with title = 'análise sobre a ausência de aula prática no ensino da disciplina de ciências biológicas',add,article,{'title': 'análise sobre a ausência de aula prática no ensino da disciplina de ciências biológicas'},{},1,ORIGINAL
delete,article,{'year': '2018'},{},,fd7f3f49-42b0-4d5b-9cfa-544a60cb8a6f,delete all articles with year=2018.,delete,article,{},{'year': '2018'},1,ORIGINAL
update,article,{},,,c7657091-e03d-4619-9e85-b57e03e8e3e9,"update the article with id=5, setting the author='adrilene fonseca'",update,article,{'author': 'adrilene fonseca'},{'id': '5'},2,ORIGINAL
update,article,{},,,0ee9f591-ad03-4eec-8dac-6f1de54711f0,"update the article with id=6, setting the
year=2020",update,article,{'year': '2020'},{'id': '6'},2,ORIGINAL
add,article,{'author': 'chris richardson'},{},,f01a0b97-ebd7-4ea9-a563-5a816a33c797,"add an article with title=building microservices: using an api gateway, author=chris richardson",add,article,"{'title': 'building microservices: using an api gateway', 'author': 'chris richardson'}",{},2,ORIGINAL
add,subject,"{'name': 'data structures', 'professor': 'ana luiza'}",{},,00d14b41-c27a-432b-a29d-5fd69b3ccfe6,"add a subject with name=""data structures"" and professor=""ana luiza""",add,subject,"{'name': 'data structures', 'professor': 'ana luiza'}",{},2,ORIGINAL
