processed_intent,processed_class,processed_attributes,processed_filter_attributes,processed_key_quantity,id,user_msg,expected_intent,expected_class,expected_attributes,expected_filter_attributes,expected_key_quantity,dataset
add,article__author__two_entities_,{'2007': 'hirschberg'},{},,f84dc142-059a-4983-866c-d32da2072b96,"add article with title ""v-measure: a conditional entropy-based external cluster evaluation measure"", author=""julia hirschberg"", co-author=""andrew rosenberg"" and year=2007",add,article,"{'title': 'v-measure: a conditional entropy-based external cluster evaluation measure', 'author': 'julia hirschberg', 'co_author': 'andrew rosenberg', 'year': '2007'}",{},4,ORIGINAL
add,publication,{'2007': 'hirschberg'},{},,0003ea16-b60d-42a7-87f9-64a2d2b2d104,"add an article with title=""v-measure: a conditional entropy-based external cluster evaluation measure"", author=""julia hirschberg"", co-author=""andrew rosenberg"" , year=2007",add,article,"{'title': 'v-measure: a conditional entropy-based external cluster evaluation measure', 'author': 'julia hirschberg', 'co_author': 'andrew rosenberg', 'year': '2007'}",{},4,ORIGINAL
add,article__author__assuming_multiple_classes_if_context_allows_,{},{},,24037f62-950e-454a-83b0-8ea11392ade0,"add article with title ""v-measure: a conditional entropy-based external cluster evaluation measure"", author=""julia hirschberg""",add,article,"{'title': 'v-measure: a conditional entropy-based external cluster evaluation measure', 'author': 'julia hirschberg'}",{},2,ORIGINAL
update,article,{},,,1735a8a7-98de-4c80-95ef-ef00f9d80f84,"update the article where title=""v-measure: a conditional entropy-based external cluster evaluation measure"" setting  co-author=""andrew rosenberg""",update,article,{'co_author': 'andrew rosenberg'},{'title': 'v-measure: a conditional entropy-based external cluster evaluation measure'},2,ORIGINAL
,,,,,bd299a4c-3b56-4f1b-ba07-e337f016faa9,"update article with id=11 setting co-author=""andrew rosenberg"" and year=2007",update,article,"{'co_author': 'andrew rosenberg', 'year': '2007'}",{'id': '11'},3,ORIGINAL
,,,,,ddb325ba-818d-4e07-9fed-55fbe665b8c9,"update article where id=11 setting co-author=""andrew rosenberg""",update,article,{'co_author': 'andrew rosenberg'},{'id': '11'},2,ORIGINAL
update,article__author__implicit_,{'2007': 'rosenberg'},{},,fcaa6383-a1e3-4779-ac6a-aa4069f290f4,"update the article with id=11 setting co-author=""andrew rosenberg"" and year=2007",update,article,"{'co_author': 'andrew rosenberg', 'year': '2007'}",{'id': '11'},3,ORIGINAL
update,article__co_author__is_a_relationship_between_article_and_person_,{},,,a5db6833-9b71-46b5-b9e9-081e0aaba2ab,"update the article with id=11 setting co-author=""andrew rosenberg""",update,article,{'co-author': 'andrew rosenberg'},{'id': '11'},2,ORIGINAL
update,article,{},,,539cfd2e-a23c-46f5-b0a6-a77b50959a36,"update the article with id=11, setting coauthor=""andrew rosenberg""",update,article,{'coauthor': 'andrew rosenberg'},{'id': '11'},2,ORIGINAL
update,person__article,{'2007': 'hirschberg'},{},,cb541bd9-ad73-4a6b-9a75-ab0165f5b205,"update the article with author=""julia hirschberg"", setting the year=2007",update,article,{'year': '2007'},{'author': 'julia hirschberg'},2,ORIGINAL
update,article__assuming__article__is_the_entity_class_for_the_context_where_the_update_operation_is_being_performed_,{},,,aba8894d-b90c-4f5e-9fca-e937c08c13cf,"update the article with id=11, setting the year=2007",update,article,{'year': '2007'},{'id': '11'},2,ORIGINAL
delete,author,{},{},,bced3128-7db5-4467-8901-4d92f5e86cfe,"delete all articles where author=""julia hirschberg""",delete,article,{},{'author': 'julia hirschberg'},1,ORIGINAL
add,pokemon__assuming_the_context_is_about_video_games_or_fantasy__as__squid__could_be_a_type_of_pok_mon_,{},{},,1f2bbcd0-f630-423c-99eb-ca7e92afd4b8,add a pokemon with name='squid',add,pokemon,{'name': 'squid'},{},1,ORIGINAL
read,pokemon__singular_form_is_pokemon_as_it_s_a_proper_noun_from_a_specific_franchise_,{},{},,97709541-89c4-4932-af23-6d2a4eae6ae4,get all pokemons,read,pokemon,{},{},0,ORIGINAL
read,person__or_student__if_it_s_a_specific_subclass_of_person_for_students_,{},{},,715b76b0-2677-437d-8ddf-188979b46181,get student with name=itamar,read,student,{},{'name': 'itamar'},1,ORIGINAL
read,student,{},{},,b88e03f7-b016-4ca3-b4b2-70a2cfadb260,list all students,read,student,{},{},0,ORIGINAL
add,article,{'article': 'dome'},{},,950878c2-f700-4be3-8611-99a70c6a5e0e,add an article with title='dome: a domesticated movie experiment',add,article,{'title': 'dome: a domesticated movie experiment'},{},1,ORIGINAL
update,article__assuming_the__article__is_a_container_for_an_id_and_year_,{},,,bf984c5f-f521-41fb-961b-0f94e6e6e16e,"update the article with id=1, setting the year=3021",update,article,{'year': '3021'},{'id': '1'},2,ORIGINAL
read,model__or__artificial_intelligence_model__or_simply__model__,{},{},,3101ce05-199a-43ba-b7c2-476ffdd01b41,show the model,read,model,{},{},0,ORIGINAL
update,article,{},,,32823757-6d3d-4533-9214-e7b4e89ef24f,"update all articles with year=3021, setting the author='bill gates'",update,article,{'author': 'bill gates'},{'year': '3021'},2,ORIGINAL
read,time__assuming_the_user_is_referring_to_a_specific_year_,{},{},,10b60a63-59e5-4e60-b882-5978c4e7bcfa,get articles when year=3021,read,article,{},{'year': '3021'},1,ORIGINAL
add,person,"{""'"": 'bill'}",{},,61472ac9-e72d-41d8-a1d5-248e70ba0a43,add student with name='bill' and lastname='gates',add,student,"{'name': 'bill', 'lastname': 'gates'}",{},2,ORIGINAL
add,article,{'article': 'dome'},{},,50aa656a-cdb0-4dbd-8e19-935796af9245,"add article with title=""dome: day of my enlightenment"" and publisher=""the matrix""",add,article,"{'title': 'dome: day of my enlightenment', 'publisher': 'the matrix'}",{},2,ORIGINAL
add,article,{'article': 'dome'},{},,df011207-57fc-48b9-95e1-516725b52732,add an article with title='dome: day of my enlightenment' and publisher='the matrix',add,article,"{'title': 'dome: day of my enlightenment', 'publisher': 'the matrix'}",{},2,ORIGINAL
add,event,"{""'"": 'dome'}",{},,7b6e94b0-8836-4edc-911b-462e2206470c,add an article with title='dome: day of my enlightenment',add,article,{'title': 'dome: day of my enlightenment'},{},1,ORIGINAL
update,article,{},,,48caa3d3-c65e-4a93-9d2d-d7f288c724a5,"update article with id=2, setting publisher='the matrix'",update,article,{'publisher': 'the matrix'},{'id': '2'},2,ORIGINAL
update,article,{},,,d721362d-ea47-48fa-96ee-a393e63a5eab,"update article with id=2, setting year=2222",update,article,{'year': '2222'},{'id': '2'},2,ORIGINAL
update,article__based_on_the_context_of_updating_an_article_s_details_,{},,,99ae164e-58df-48fc-8aa7-a1c668707ead,"update article with id=2, setting circulation=10000",update,article,{'circulation': '10000'},{'id': '2'},2,ORIGINAL
add,person__or_more_specifically__student_,"{""'"": 'daniel'}",{},,54d0ceda-261c-4019-9505-e3ed01e0dc05,add student with name='daniel' and lastname='burns',add,student,"{'name': 'daniel', 'lastname': 'burns'}",{},2,ORIGINAL
add,entity_class__media_services,"{""'"": 'goblin'}",{},,678a8574-dd1a-48ff-b04f-bb348faf9326,"add goblin with title='streaming services' and text='netflix, amazon prime, disney+, star+'",add,goblin,"{'title': 'streaming services', 'text': 'netflix, amazon prime, disney+, star+'}",{},2,ORIGINAL
read,creature__assuming__goblins__are_a_type_of_creature_,{},{},,a6d39fe6-edc9-4632-b01e-0e3cb297ab43,list my goblins,read,goblins,{},{},0,ORIGINAL
read,creature__assuming__goblins__are_a_type_of_mythical_creature_,{},{},,2142b70b-5282-461c-8988-2819d54ddf4f,get goblins,read,goblins,{},{},0,ORIGINAL
read,mediastreaming,{},{},,dac3bb08-3201-4e61-815e-4c3581a93cb4,get streamings,read,streaming,{},{},0,ORIGINAL
add,character,"{""'"": 'klingon'}",{},,2709fd5e-8357-4d46-8069-db3a23f3499a,add klingon with name='gowron',add,klingon,{'name': 'gowron'},{},1,ORIGINAL
delete,named_entity__character_,{},{},,c81e44d4-766b-4d17-a49f-3ba7150a8655,kill all klingons,delete,klingon,{},{},0,ORIGINAL
add,equipment,{},{},,31f62a01-a5a6-45ba-bb1e-cef0b2947447,add equipment with name = 'engine' and sector = 'generators',add,equipment,"{'name': 'engine', 'sector': 'generators'}",{},2,ORIGINAL
add,equipment__based_on_the_context_of_the_given_user_request_,"{'manager': ""'anderson smith""}",{},,5b504e1e-0dbd-4950-8b6a-bdf691ac2bdb,"add equipment with name = 'furnace', sector = 'metal shaping' and manager = 'anderson smith'",add,equipment,"{'name': 'furnace', 'sector': 'metal shaping', 'manager': 'anderson smith'}",{},3,ORIGINAL
read,equipment,{},{},,34bfacb2-3429-4870-a5b2-74efe635d7d7,list equipment,read,equipment,{},{},0,ORIGINAL
,,,,,81cde62a-8a83-468d-b1d2-07bcd436a3d9,"list equipment, filtering by name starting with 'en'",read,equipment,{},{'name': 'en'},1,ORIGINAL
update,equipment,{},,,ae032c0a-2a3a-4fbe-b366-3199edcee54e,"for the equipment with name = 'furnace', change manager to 'jane cooper'",update,equipment,{'manager': 'jane cooper'},{'name': 'furnace'},2,ORIGINAL
delete,equipment,{},{},,1d61c67c-6e9e-4044-9605-a0ba93976107,please delete equipment whose sector is 'generators',delete,equipment,{},{'sector': 'generators'},1,ORIGINAL
add,person,{},{},,30fb6203-8852-43d8-b3cd-2e42ebd7c8da,add person with name='chuck',add,person,{'name': 'chuck'},{},1,ORIGINAL
read,person,{},{},,8ad031c5-3a51-4133-911d-b3aa65026cd8,get all persons,read,person,{},{},0,ORIGINAL
read,person,{},{},,d64e4483-d9ec-497c-a600-a882f862f528,get all person with name chuck,read,person,{},{'name': 'chuck'},1,ORIGINAL
add,topic__or_document_,"{""'"": 'quantum'}",{},,a27b3bea-d706-4ac4-bcaf-784e0208f76a,add an article with title='quantum machine learning',add,article,{'title': 'quantum machine learning'},{},1,ORIGINAL
update,article__for_the_main_entity__as_it_s_the_subject_being_updated__year__for_the_referred_entity__as_its_attribute_is_being_set_,{},,,a66631f8-d7ea-4e47-80c0-99ef2599de54,"update the article with id=1, setting the year=2021.",update,article,{'year': '2021'},{'id': '1'},2,ORIGINAL
delete,article,{},{},,1904bb78-f4a3-44bb-8ade-7d7cc70d75e7,delete all articles with year=2021.,delete,article,{},{'year': '2021'},1,ORIGINAL
add,person__assuming__paul_di_anno__is_a_person_,{},{},,1a0544f2-aadb-4ff9-ac7e-b4bf25cb1362,add show with name=paul di'anno,add,show,"{'name': ""paul di'anno""}",{},1,ORIGINAL
read,results__or_output__is_not_an_explicit_named_entity_class__but_rather_a_type_of_output_or_response__however__if_we_need_to_map_it_to_an_entity_class_for_convenience__we_could_consider_it_as_a_subclass_of_the__response__entity_class_in_some_contexts_,{},{},,9c190304-68a5-4567-9013-206d3c61741c,show me the results,read,results,{},{},0,ORIGINAL
read,shows,{},{},,a3dfd4ff-cea9-4c37-af8d-7c12f4007934,get all shows_,read,show,{},{},0,ORIGINAL
read,event__assuming__show__is_a_common_term_for_an_event_or_performance_,{},{},,ecfc57a1-155c-41e2-99f9-df7521e351c3,get the show_,read,show,{},{},0,ORIGINAL
read,event__based_on_the_context_of__shows__being_a_series_of_events_,{},{},,f49f3b12-9915-45b5-8764-63468d5acf21,show me all shows_,read,show,{},{},0,ORIGINAL
read,movie_or_tv_show__depending_on_context_,{},{},,025916bb-9dd9-45ed-b657-322f5c96d9b2,show me all show_,read,show,{},{},0,ORIGINAL
read,events_or_mediaevents__depending_on_the_specific_context_,{},{},,de6b6608-2dbe-4c9a-a63c-0947ee74f31c,show me the shows_,read,show,{},{},0,ORIGINAL
,,,,,2a839a71-1734-4822-b41c-9234c1b8315d,show shows_,read,show,{},{},0,ORIGINAL
read,student__assuming_the_primary_referenced_entity_is__students__,{},{},,6078a3e1-7061-4b2c-b829-665a26d97dfd,show students or whatever,read,student,{},{},0,ORIGINAL
add,person,{},{},,b6af4f25-df8c-4f5f-9929-0089174edbc0,add student joão daniel,add,student,{'name': 'joão daniel'},{},1,ORIGINAL
read,event_or_show,{},{},,78b1ad8c-3603-4b86-ab23-08a72bb4540a,show me all shows,read,show,{},{},0,ORIGINAL
add,_subject_,{},{},,6bdabc41-8156-4cb9-9894-3b27f821e2c0,add class with name=“estrutura de dados”,add,class,{'name': 'estrutura de dados'},{},1,ORIGINAL
add,person__or_more_specifically__student_,{},{},,f84ee292-2c50-4732-9234-e271486f69f2,add student with name joão daniel,add,student,{'name': 'joão daniel'},{},1,ORIGINAL
add,_subject__or__topic___depending_on_whether_you_consider__class__as_a_verb_or_noun__could_be_possible_answers__as_the_user_is_asking_to_create_a_new_instance_of_a_class__however__in_this_context__the_user_is_referring_to_the_name_of_the_class_being_created__which_is__estrutura_de_dados___and_it_is_not_explicitly_stated_whether_it_is_a_subject_or_topic_of_conversation__so__without_additional_context__it_s_difficult_to_definitively_say_what_the_exact_entity_class_is_for_the_given_user_request_,{},{},,21f26028-9de8-4568-9a5c-0fea91f9a4f2,add class with name=‘estrutura de dados’,add,class,{'name': 'estrutura de dados'},{},1,ORIGINAL
add,datastructure__in_english__or_estruturadedados__in_portuguese_,{},{},,28cff307-814f-4087-8157-d3c0a5311959,add class with name=estrutura de dados,add,class,{'name': 'estrutura de dados'},{},1,ORIGINAL
add,person__or_more_specifically__student_,{},{},,de4e8b86-4d49-4e75-a14b-1315524afc45,"add student with name = ""joão daniel""",add,student,{'name': 'joão daniel'},{},1,ORIGINAL
add,person__assuming__student__implies_a_person_,{},{},,41a97054-88e0-44d3-a86e-1698bd2c9e09,add student with name = 'joão daniel',add,student,{'name': 'joão daniel'},{},1,ORIGINAL
add,person__implied_as_it_is_a_student_and_typical_student_names_contain_first_and_last_names_,{},{},,4ce141e8-1ec0-4cd1-9bbb-1e0f1802bfc9,add student with name = 'joao daniel',add,student,{'name': 'joao daniel'},{},1,ORIGINAL
add,person__implied__as__student__typically_refers_to_a_person__however__the_actual_entity_class_should_be__student___if_it_exists_in_the_context_or_database_schema_,{},{},,97babd24-a10f-4833-8113-2805ae8fa588,add student with name=‘estrutura de dados’,add,student,{'name': 'estrutura de dados'},{},1,ORIGINAL
read,students__noun_,{'students': 'plese'},{},,c5c18235-ae77-478a-bb03-e2bd4e0fe6db,"plese, show students",read,student,{},{},0,ORIGINAL
read,person__or_possibly__student__as_a_subclass_of__person__,{},{},,d4d0ba26-7119-4ab4-9001-f9c904004419,would you please show students,read,student,{},{},0,ORIGINAL
read,student,{},{},,e06a0e05-18f5-49f4-a047-6b6ebfd7446c,would you please show me students,read,student,{},{},0,ORIGINAL
read,student,{},{},,ae485b41-bf49-4207-8c7c-de053a9a9d9b,would you please show me all students you have,read,student,{},{},0,ORIGINAL
delete,show__assuming__show__is_a_class_representing_a_performance_event__and__paul_dianno__is_a_person_who_might_be_associated_with_it_,{},{},,0fb547d9-3455-47e6-80d2-7e48c4fbc6d8,delete a show with name=paul dianno,delete,show,{},{'name': 'paul dianno'},1,ORIGINAL
add,person__assuming_alison_is_a_female_name__but_it_could_also_be_organization_or_group_if_alison_represents_a_school__for_example_,{},{},,4750032e-2fb5-4d96-a627-0f70eec7ee01,include student with name=alinson,add,student,{'name': 'alinson'},{},1,ORIGINAL
read,event__assuming__shows__refers_to_a_series_of_events_or_performances_,{},{},,16ba30a7-29d0-46cb-8708-4c77d1b012f2,show me shows,read,show,{},{},0,ORIGINAL
add,person__for_paul_di_anno__event__for_the_show_,{None: 'anno'},{},,c8ebf4d6-6b6f-48bb-9a66-31e18dfe1ee8,add a show with name = paul di'anno and date = 01/27/2023,add,show,"{'name': ""paul di'anno"", 'date': '01/27/2023'}",{},2,ORIGINAL
update,article__user__implicit_,{},,,ee12d100-6dbb-4a65-adec-26c5ddaa230f,"update the article with id=4, setting the email=alinson.donato@gmail.com",update,article,{'email': 'alinson.donato@gmail.com'},{'id': '4'},2,ORIGINAL
read,student,{},{},,f2a9c8a3-c587-4977-9e3f-e456ad9acce4,get student with id=4,read,student,{},{'id': '4'},1,ORIGINAL
add,event,{},{},,31a7214f-66fb-43d7-bfed-b09e5c699724,"add show with name = renegados, and date = 01/28/2023 and place = centro cultural bnb",add,show,"{'name': 'renegados', 'date': '01/28/2023', 'place': 'centro cultural bnb'}",{},3,ORIGINAL
read,person__assuming__student__is_a_representative_of_a_person_,{},{},,454f64b1-3a9d-4df9-a6f8-464647cca392,get student with email=alinson.donato@gmail.com,read,student,{},{'email': 'alinson.donato@gmail.com'},1,ORIGINAL
update,student__assuming_the_context_is_a_database_management_system_,{},,,2f798998-8dfe-4130-8b2e-04da8d877cba,"update the student with id=4, setting the email=alinson.donato@gmail.com",update,student,{'email': 'alinson.donato@gmail.com'},{'id': '4'},2,ORIGINAL
read,entityclass__plural_form_entityclasses_would_be_more_appropriate_for_the_given_context_,{},{},,9ae98257-edd9-4507-b16d-09a086d42052,get all entities,read,entities,{},{},0,ORIGINAL
add,event,{None: 'metallica'},{},,cc0f338a-33b5-4240-99ce-5e47d538d9e2,"add show with name = metallica, and date = 02/30/2023 and place = castelao",add,show,"{'name': 'metallica', 'date': '02/30/2023', 'place': 'castelao'}",{},3,ORIGINAL
add,student,{},{},,8960b5d5-00db-4d00-b335-63008f273966,add student with name=donato,add,student,{'name': 'donato'},{},1,ORIGINAL
add,person__or_more_specifically__student_,{},{},,73f8fc41-5bab-4ca3-a34a-dd0af740e6be,"add student with name=donato, email=alinson.donato@prf.gov.br",add,student,"{'name': 'donato', 'email': 'alinson.donato@prf.gov.br'}",{},2,ORIGINAL
delete,student__assuming_that__alinson_donato_prf_gov_br__is_the_email_of_a_student_,{},{},,be16c6d2-6a77-4c9f-9c67-5c54a4a1a11e,delete the student with email=alinson.donato@prf.gov.br,delete,student,{},{'email': 'alinson.donato@prf.gov.br'},1,ORIGINAL
update,student__or_person_,{None: 'alinson'},{},,74d43d19-1196-4419-97ae-91f894bd77be,update the student with name=alinson with name=alinson donato,update,student,{'name': 'alinson donato'},{'name': 'alinson'},2,ORIGINAL
add,injectionattempt__sql_injection_attempt_,{},{},,60eab60c-6f40-48fb-900f-c7d8841696a3,"create student with name="" or 1=1); drop table students; --""",add,student,"{'name': 'or 1=1)', 'table': 'students'}",{},2,ORIGINAL
update,event__assuming_that__show__is_a_type_of_event_,{None: 'metallica'},{},,136f79db-9ce6-4bda-9d54-ef629b365467,"update a show with name metallica, replace date with 10/22/2024",update,show,{'date': '10/22/2024'},{'name': 'metallica'},2,ORIGINAL
read,shows,{},{},,8dbd6a0b-cd0f-45cc-9820-a412b1855bbb,get all shows,read,show,{},{},0,ORIGINAL
add,the_referred_entity_class_is__student___however__it_s_important_to_note_that_the_provided_string_also_contains_malicious_sql_injection_attempts_which_could_potentially_manipulate_database_structures__not_just_the_student_data__always_ensure_proper_input_sanitization_in_your_code_to_avoid_such_security_issues_,{},{},,19319300-162b-4789-b6aa-0d23eb69caf2,"create student with name="" or 1=1}; drop table students; --""",add,student,"{'name': '1=1', 'table': 'students'}",{},2,ORIGINAL
add,sql_injection__syntactic_attack_,{},{},,3a14df5c-84d8-4ea3-8738-824a2eeb90e4,"create student with name=""' or 1=1; drop table students; --""",add,student,"{'name': '1=1', 'table': 'students'}",{},2,ORIGINAL
add,injection__attempt__sql_injection_attempt_,{},{},,4f8203dd-0d36-44ba-af18-1d1246dfb246,"create student with name=""' or 1=1; drop table student; --""",add,student,"{'name': '1=1', 'table': 'student'}",{},2,ORIGINAL
add,article__or_topic__depending_on_the_context_,{},{},,dbe91f15-f39f-409c-8f09-3c0a630d20d3,"add an article with title='experimental framework, simulation, benchmark'",add,article,"{'title': 'experimental framework, simulation, benchmark'}",{},1,ORIGINAL
add,user__in_this_example__the_user_is_interacting_by_creating_a_query__which_can_be_considered_as_an_action___but_the_referred_entity_here_is_the__student___which_is_the_object_being_created__the_malicious_string_within_the_name_attribute_is_not_relevant_to_identifying_the_entity_class_,{},{},,36b3fdb9-76d4-4ade-b02e-7ad83048dca2,create student with name=' or 1=1; drop table students; --',add,student,"{'name': '1=1', 'table': 'students'}",{},2,ORIGINAL
update,article__assuming_that_the_id_refers_to_an_identifier_within_the_article_class_,{},,,028d9c03-3fa0-445c-8fb8-aadf79a51070,"update the article with id=1, setting the
year=2020",update,article,{'year': '2020'},{'id': '1'},2,ORIGINAL
update,article__author,"{""'"": 'ze'}",{},,06dc4cf9-c19d-422a-a089-33bde6522268,"update the article with id=2, setting the
author='zé das couves'",update,article,{'author': 'zé das couves'},{'id': '2'},2,ORIGINAL
update,article__in_this_context__it_is_implied_that__article__is_an_entity_class_as_it_refers_to_the_item_being_updated_,{},,,f3ad6657-a702-487e-a816-bc256da444f6,"update the article with id=3, setting the
year=2020",update,article,{'year': '2020'},{'id': '3'},2,ORIGINAL
add,user_input__create_student_with_name__robert_____drop_table_students______entity_class__sql_command_statement,{None: 'robert'},{},,29a6dbf5-179e-44b3-94d6-38e5a4317b21,"create student with name=""robert'); drop table students; --""",add,student,"{'name': 'robert', 'table': 'students'}",{},2,ORIGINAL
add,user__assuming_a_database_context__where_entities_are_typically_tables_,{None: 'robert'},{},,8bb12b23-87d9-4e42-9c35-89196cc3ace0,"create student with name=""robert' and 1=1); drop table students; --""",add,student,"{'name': 'robert', 'table': 'students'}",{},2,ORIGINAL
add,the_referred_entity_class_in_this_user_request_is__student___however__it_s_important_to_note_that_the_sql_injection_attempt_and_the_malicious_command__dropping_a_table__indicate_potential_security_issues_rather_than_a_straightforward_reference_to_a_specific_entity_class__always_ensure_proper_input_validation_and_sanitization_to_prevent_such_attacks_,{None: 'com'},{},,62e8731f-8001-4ecd-8e3c-5588f73394fb,"create student with email=""alinson.donato@gmail.com' and 1=1); drop table students; --""",add,student,"{'email': 'alinson.donato@gmail.com', 'table': 'students'}",{},2,ORIGINAL
add,user__based_on_the_context_of_creating_a__student__,{None: 'com'},{},,2713b758-4c9b-4b7b-ba63-6b9045f01eff,"create student with email=""alinson.donato@gmail.com' and 1=1); drop database managedsys_web; --""",add,student,"{'email': 'alinson.donato@gmail.com', 'database': 'managedsys_web'}",{},2,ORIGINAL
add,student__assuming_that__student__is_the_intended_entity_class_from_the_user_s_request_,{},{},,9dbb5153-761d-42dd-81b5-aee7e41086ce,create student with email=amg@gmail.com,add,student,{'email': 'amg@gmail.com'},{},1,ORIGINAL
,,,,,d3708951-9cb6-48cb-a044-25453f289aff,show tables,read,tables,{},{},0,ORIGINAL
add,person__assuming__john_doe__is_a_person_s_name_,{},{},,e2aa51bb-3229-434e-8951-bd8ea4997a68,add sku with name='john doe',add,sku,{'name': 'john doe'},{},1,ORIGINAL
,,,,,b103a199-36cf-445d-b37c-11ac3aefe97d,show skus,read,sku,{},{},0,ORIGINAL
add,character__assuming__elf__refers_to_a_character_type_,"{""'"": 'galadriel'}",{},,7ebdaed7-88ff-4366-9b68-3c478f26ad88,add elf with name='galadriel' and type='forest',add,elf,"{'name': 'galadriel', 'type': 'forest'}",{},2,ORIGINAL
add,character__or_npc__if_you_prefer__is_the_primary_referred_entity_class_in_this_user_request__the_other_entities_mentioned__elf__forest__age__ringtype__power__are_attributes_or_properties_of_the_main_entity_class__which_is_a_character_,"{""'"": 'galadriel'}",{},,9ac9535e-76f3-4c15-8956-7cce2be4eefa,"add elf with name='galadriel', type='forest', age='1247', ringtype='water' and power='perception'",add,elf,"{'name': 'galadriel', 'type': 'forest', 'age': '1247', 'ringtype': 'water', 'power': 'perception'}",{},5,ORIGINAL
,,,,,c4e08e64-3dec-4c8f-8b06-3485fba6a6fe,"update employee John Smith, change department to Marketing",update,employee,{'department': 'marketing'},{'name': 'john smith'},2,SYNTHETIC
add,character,"{""'"": 'galadriel'}",{},,a1f46521-90c2-4b19-83f0-bec6d3a8aeb6,"add elf with name='galadriel', type='forest', age='1247', ringtype='water', power='perception'",add,elf,"{'name': 'galadriel', 'type': 'forest', 'age': '1247', 'ringtype': 'water', 'power': 'perception'}",{},5,ORIGINAL
add,character__assuming_galadriel_is_a_character_from_a_fictional_world_,"{""'"": 'galadriel'}",{},,edb768a2-1b2b-4dd4-b84c-0768f7456e54,"add elf with name='galadriel', type='forest', age='1247', power='perception'",add,elf,"{'name': 'galadriel', 'type': 'forest', 'age': '1247', 'power': 'perception'}",{},4,ORIGINAL
add,character__or_possibly__npc__depending_on_context_,"{""'"": 'galadriel'}",{},,4016e531-cbf1-4189-8d1e-32c942767c5b,"add elf with name='galadriel', type='forest', age='1247', ring type='water' and power='perception'",add,elf,"{'name': 'galadriel', 'type': 'forest', 'age': '1247', 'ring': ""type='water' and power='perception""}",{},4,ORIGINAL
add,character__assuming_galadriel_is_a_character_from_a_fictional_universe_,{},{},,a72ebe1a-3fd7-4c16-a528-b6857c601261,"add elf with name=galadriel, type=forest, age=1247, ringtype=water and power=perception",add,elf,"{'name': 'galadriel', 'type': 'forest', 'age': '1247', 'ringtype': 'water', 'power': 'perception'}",{},5,ORIGINAL
read,student,{},{},,f9576fdf-4b64-4992-ac54-643e2d223283,get student with name=eliakim',read,student,{},{'name': 'eliakim'},1,ORIGINAL
add,person__or_possibly_student__depending_on_the_context_,{},{},,3ff31578-3500-4195-a060-c500eb736b52,include student with name=anderson,add,student,{'name': 'anderson'},{},1,ORIGINAL
add,person__or_more_specifically__student_,{},{},,a01e5869-f6b7-433e-805b-98fa1fac3315,include student with name=eliakim,add,student,{'name': 'eliakim'},{},1,ORIGINAL
read,student,{},{},,57217dba-329f-44ba-8318-2ab8ed4c378d,list students,read,student,{},{},0,ORIGINAL
add,topic__or_subject_,"{'title': ""'análise sobre a ausência de aula prática no ensino da disciplina de ciências biológicas""}",{},,69a5ab5c-d237-4d8b-9ab5-3154fc665979,add an article with title = 'análise sobre a ausência de aula prática no ensino da disciplina de ciências biológicas',add,article,{'title': 'análise sobre a ausência de aula prática no ensino da disciplina de ciências biológicas'},{},1,ORIGINAL
add,article,"{'title': ""'crop: linking code reviews to source code changes""}",{},,94494a9d-7bcf-4cb9-8b27-639f7f2db995,add an article with title = 'crop: linking code reviews to source code changes',add,article,{'title': 'crop: linking code reviews to source code changes'},{},1,ORIGINAL
update,article__assuming_the__article__is_the_main_entity_context_,{},,,f248fd72-fded-4f5e-83bc-052eb174c5e0,"update the article with id=4, setting the year=2018",update,article,{'year': '2018'},{'id': '4'},2,ORIGINAL
delete,articles__in_this_context__it_s_implied_that__articles__is_a_class_or_type_of_entity_,{},{},,63609e1e-4368-46a5-be3a-989d6aa480e4,delete all articles with year=2018.,delete,article,{},{'year': '2018'},1,ORIGINAL
add,topic__or_more_specifically__article_title_,"{'title': ""'dealing with iot defiant components""}",{},,0c832f3b-3354-4461-936c-3935fbf24f4a,add an article with title = 'dealing with iot defiant components',add,article,{'title': 'dealing with iot defiant components'},{},1,ORIGINAL
update,article,{},,,7b8067d6-7443-4293-a659-7a9dd3a31f62,"update the article with id=1, setting the year=2020",update,article,{'year': '2020'},{'id': '1'},2,ORIGINAL
update,article__author,{},,,808f7fa8-8f43-4e02-bb83-4553d3418841,"update the article with id=5, setting the author='adrilene fonseca'",update,article,{'author': 'adrilene fonseca'},{'id': '5'},2,ORIGINAL
delete,author,{},{},,99cd4450-4f88-40e1-992f-3f55b6fd2030,delete all articles with author=zé das couves,delete,article,{},{'author': 'zé das couves'},1,ORIGINAL
add,article__or_document_,{},{},,cd7bb3e2-6fb9-4323-8e09-5514437a9ae7,add an article with title='behind the intents: an in-depth empirical study on software refactoring in modern code review',add,article,{'title': 'behind the intents: an in-depth empirical study on software refactoring in modern'},{},1,ORIGINAL
update,article__or_document__depending_on_context_,{},,,e9947b90-daa0-46e6-b93b-2d0bed5ceb12,"update the article with id=6, setting the
year=2020",update,article,{'year': '2020'},{'id': '6'},2,ORIGINAL
add,person__assuming_matheus_freitas_is_a_person_,{'br': 'freitas'},{},,6beb04ee-803f-4557-988c-8fe2fabece0b,"include student with name=matheus freitas, email=fernandes.matheus@aluno.uece.br",add,student,"{'name': 'matheus freitas', 'email': 'fernandes.matheus@aluno.uece.b'}",{},2,ORIGINAL
